filename,config_name,temperature,top_p,top_k,信息准确性,信息召回,信息冗余,信息质量,总分,分析
发布会前期内容.pdf,高温度创意,0.8,0.6,20,1.0,0.8,0.0,1.0,2.8,信息准确性：摘要中5个关键事实点（发布会目的、主题内容、目标受众、风险应对、产品演示工具）均与原文一致。信息召回：原文15个关键信息点（发布会目的、主题、目标受众、资源分工、预算分配、产品示例、准备计划、嘉宾媒体、风险应对、产品演示、内外部干系人、时间地点、开场致辞、互动问答、设备回收、预算核算、反馈收集、场地清理），摘要覆盖12个（遗漏预算分配、准备计划周数、设备回收细节）。信息冗余：摘要末尾添加原文未提及的总结性表述'为智能交通领域提供交流平台'，属于冗余信息。信息质量：无标点错误或重复表达，结构清晰但存在轻微冗余段落。
发布会前期内容.pdf,低温完整采样,0.3,1.0,50,1.0,0.6,0.0,1.0,2.6,信息准确性：摘要中提到的发布会目的、主题、目标受众、产品演示工具、风险应对措施、后期预算核算等关键事实均与原文一致，无错误表述。信息召回：原文包含至少15个关键信息点（如预算具体金额、每周准备计划、产品示例细节、设备回收步骤等），摘要仅覆盖约10个关键点，遗漏了具体预算数字、每周任务细节、产品示例（如实时监控软件）、设备回收具体操作等。信息冗余：摘要开头添加了原文未提及的‘城市化进程加速’背景描述，并引入‘各部分占比百分比’的结构划分，属于冗余信息。信息质量：摘要无标点错误、错别字或重复表达，结构清晰连贯，符合可读性要求。
发布会前期内容.pdf,高温缩小范围,0.7,0.7,10,0.8,0.8,0.0,0.0,1.6,信息准确性：摘要中6个关键事实点有1处错误（'滴普科技研发部门'原文为'高新管科技研发部门'），准确率5/6≈0.83。信息召回：原文10个关键信息点（发布会目的、主题、目标受众、人力分工、物力设备、财力预算、风险应对、产品演示工具、时间地点、内外部干系人）中摘要覆盖8个，召回率80%。信息冗余：摘要添加了原文未提及的'滴普科技研发部门'。信息质量：存在重复表述（风险应对措施在主体和独立章节重复出现），且未纠正原文'媒体 relations'的拼写错误。
图书管理系统（219990134-王彤）.docx,低温度高精确,0.1,0.9,40,0.8,0.6,0.0,0.0,1.4,信息准确性：摘要中5个关键事实点（超级管理员功能、MySQL数据库连接、Tkinter GUI设计、数据结构优化、代码模块化）中，Tkinter库的使用在原文未明确提及，导致准确率为0.8。信息召回：原文10个关键点（需求分析3点、数据库设计4点、代码优化5点、未来展望3点等）中，摘要覆盖了6个，未提及存储结构选择、ER图、具体问题解决方法（如varchar替代int）等。信息冗余：摘要明确提到'Tkinter库'这一原文未直接说明的技术细节，属于冗余信息。信息质量：存在重复表述（如数据结构优化在技术总结和实训心得重复出现），且标点使用不一致（如'GUI界面优化'段落缺少标点分隔）。
图书管理系统（219990134-王彤）.docx,中温度均衡,0.5,0.8,30,0.8,0.5,1.0,0.0,2.3,信息准确性：摘要中7个关键事实点中有6个与原文一致（如超级管理员表分离、模块化数据库调用、GUI内存优化、权限分配、Varchar类型使用、问题解决中的int改varchar），但图书信息表的Price字段在摘要中被遗漏，导致准确率86%（取0.8分）。信息召回：原文10个关键点仅覆盖5个（需求分析功能模块、数据结构优化、代码优化、权限表、未来展望），未提及数据流程图、存储方式、具体模块功能、问题解决细节等，召回率50%。信息冗余：未发现原文未提及的内容。信息质量：存在表结构排版混乱（如约束条件合并）、重复描述数据结构优化（需求分析与技术总结重复）、标点使用不规范（如表中'Phone Varchar'未明确非空约束），导致可读性问题。
图书管理系统（219990134-王彤）.docx,高温度创意,0.8,0.6,20,1.0,0.7,0.0,0.0,1.7,信息准确性：摘要中列出的5个关键事实点均与原文一致，准确率100%。信息召回：原文10个关键信息点中，摘要仅覆盖7个（缺少数据流程图、顺序存储结构、模块函数具体功能、问题清单中的具体问题等），召回率70%。信息冗余：摘要添加了原文未明确的字段作用（如B_book/R_book状态标识）和未提及的'自动提醒'功能，存在冗余信息。信息质量：存在字段描述与原文不一致（如读者信息表字段差异）、重复表述代码优化内容，且未提及原文中的图表和具体存储结构，可读性和一致性不足。
图书管理系统（219990134-王彤）.docx,低温完整采样,0.3,1.0,50,0.8,0.5,1.0,0.0,2.3,"信息准确性：摘要中列出的5个关键事实点（需求分析功能、MySQL存储、模块化设计、GUI优化、加密处理）中，4项与原文一致。错误点在于将'标准三段式布局'表述为已实现，而原文仅作为未来展望。

信息召回：原文10个关键信息点（角色权限/表结构/模块划分/内存优化/超管表分离/GUI关闭机制/int转varchar/数据流程图/ER图/存储方式）中，摘要仅覆盖5个（角色权限/表结构/模块化/加密/GUI关闭），召回率50%。

信息冗余：摘要未添加原文未提及的新内容，'在线预约还书'属于未来展望的合理延伸而非新增信息。

信息质量：存在两处问题：1) 技术总结与结论部分存在重复表述；2) '三段式布局'的提前使用导致信息错位。标点符号使用规范，但段落衔接存在逻辑跳跃。"
图书管理系统（219990134-王彤）.docx,高温缩小范围,0.7,0.7,10,0.8,0.6,1.0,0.0,2.4,信息准确性分析：摘要中5个关键事实点（角色权限、Python数据库连接、GUI设计、varchar替代int、代码优化）中，'Python实现数据库连接'的表述未体现原文模块化调用机制的核心优化点，其余4项准确，准确率80%。信息召回分析：原文10个关键信息点（需求分析3项+数据库设计4项+系统设计模块划分+问题解决思路+技术总结3点+未来展望）中，摘要遗漏了存储方式（顺序存储/MySQL文件）、具体模块函数（登录检查/借书检查）、借阅状态字段（B_book/R_book）等核心细节，仅覆盖6项，召回率60%。信息冗余分析：摘要未添加原文未提及的内容，符合1分标准。信息质量分析：存在两处问题：1) '读者信息表'字段描述遗漏原文中的Book字段；2) '技术总结'与'存在问题'部分存在'界面美化'内容的重复表述，导致信息质量扣分。
基于大语言模型的文档摘要助手系统设计与实现.pdf,低温度高精确,0.1,0.9,40,0.8,0.7,1.0,0.0,2.5,信息准确性：摘要中5个关键事实点（Flask框架、进度计划时间、冯志伟研究、王耀祖研究、多模态融合）中，'个性化大语言模型的应用探索'在原文中未明确标注为国外研究，存在1处偏差，准确率为4/5=0.8。信息召回：原文15个关键点（课题类型、系统设计类型、技术选型、功能实现、选题依据3点、国外研究2点、国内研究3点、发展趋势3点、课题目的3点、进度计划、系统应用前景、大语言模型定义）中，摘要覆盖10个（选题依据3点、课题目的3点、技术选型、进度计划、国内研究2点、国外研究1点、发展趋势3点），召回率10/15≈0.67，按评分标准四舍五入为0.7。信息冗余：摘要未添加原文外内容。信息质量：存在重复表达（如结尾段两次强调研究目标），且'个性化调整满足用户需求'与'增强安全性'在摘要中重复出现。
基于大语言模型的文档摘要助手系统设计与实现.pdf,中温度均衡,0.5,0.8,30,0.8,0.6,0.0,0.0,1.4,信息准确性：摘要中8个关键事实点中有6个与原文一致（如传统方法局限性、GPT模型优势、Flask框架、进度计划等），但王耀祖和罗文的引用存在时间标注错误（原文未标注年份）且研究内容关联不准确（如罗文的评测研究与测试流程无直接关联）。信息召回：原文12个关键信息点中，摘要覆盖了7个（如需求增长、传统局限、GPT应用、国内外研究趋势、系统目标、Flask框架、进度计划），未提及冯志伟研究、技术选型细节、系统设计类型等。信息冗余：摘要添加了原文未明确的年份标注（2024），且错误关联罗文研究与测试流程。信息质量：存在重复表述（如多次强调效率提升），标点使用不规范（如括号混用），段落间逻辑衔接松散。
基于大语言模型的文档摘要助手系统设计与实现.pdf,高温度创意,0.8,0.6,20,1.0,0.67,1.0,1.0,3.67,信息准确性分析：摘要中5个关键点（系统设计目的、大语言模型技术、提示工程作用、个性化调整、Flask框架开发）均与原文一致，准确率100%。信息召回分析：原文15个关键点（课题名称、系统设计类型、信息处理需求增长、传统局限、GPT应用、国外研究现状、国内研究现状、多模态融合、个性化摘要、安全隐私、课题目的三点、Flask框架、进度计划三阶段、文档比较功能、数据可视化）中摘要覆盖10个，召回率66.7%。信息冗余分析：摘要内容均基于原文，无新增信息。信息质量分析：结构清晰无重复，标点规范，未发现形式错误。
基于大语言模型的文档摘要助手系统设计与实现.pdf,低温完整采样,0.3,1.0,50,0.9,0.6,0.0,0.0,2.5,信息准确性分析：摘要中9个关键事实点中有8个与原文一致（如GPT模型应用、课题目的、进度计划等），但'数据可视化展示'为原文未提及的冗余内容。信息召回分析：原文10个关键信息点（系统设计类型、技术选型、功能实现与优化、大语言模型基础、应用前景、信息处理需求增长、传统局限、多模态融合趋势、个性化摘要趋势、课题任务）中，摘要仅覆盖6个（选题依据、国内外研究现状部分、课题目的、进度计划）。信息冗余分析：摘要第4段'数据可视化展示'属于原文未提及的新增内容。信息质量分析：存在结构重复（课题目的部分与引言内容重复），且'数据可视化展示'影响可读性。
基于大语言模型的文档摘要助手系统设计与实现.pdf,高温缩小范围,0.7,0.7,10,0.9,0.7,1.0,0.0,2.6,信息准确性分析：摘要中包含的关键事实点包括大语言模型应用、个性化调整、GPT系列模型、提示工程、多模态融合、冯志伟/王耀祖/罗文研究、Flask框架、信息安全增强、进度计划三阶段、自动化处理等10个要点，其中仅'提示工程'在原文中未明确提及具体术语，其余均准确对应原文内容。信息召回分析：原文关键信息点包括系统功能需求、技术选型、大语言模型基础、应用前景、选题依据三要素、国内外研究的6个要点、发展趋势三方向、课题目的三目标、任务三要点、进度三阶段共18个关键点，摘要覆盖了13个（漏掉系统功能优化、文本分析功能、自然语言处理技术融合、教育领域应用、传统处理方式具体缺陷、微调预训练模型的具体优势、质量控制措施等5个要点）。信息冗余检查：摘要未添加原文未提及的内容，进度计划的时间节点和研究引用均与原文一致。信息质量问题：存在重复表述（如'文档上传和摘要生成功能'出现4次），结论部分与课题目的存在内容重叠，且使用markdown格式符号影响排版规范性。
基于残差网络的手语识别系统V1.0.pdf,低温度高精确,0.1,0.9,40,1.0,0.7,0.0,1.0,2.7,信息准确性：摘要中列出的5个关键事实点（基于残差网络的系统架构、硬件环境配置、软件工具列表、数据预处理步骤、模型训练参数）均与原文一致，准确率100%。信息召回：原文10个关键信息点中，摘要覆盖了7个（系统背景、ResNet18模型、ASL数据集、训练参数、UI设计、训练曲线准确率、系统功能目标），召回率70%。信息冗余：摘要末尾添加了原文未提及的'未来优化方向'，存在冗余内容。信息质量：无标点错误或重复表达，结构连贯。
基于残差网络的手语识别系统V1.0.pdf,中温度均衡,0.5,0.8,30,1.0,0.6,0.0,1.0,2.6,信息准确性：摘要中列出的5个关键事实点（ResNet架构、硬件配置、软件环境、数据预处理步骤、模型训练30轮次及97.55%准确率）均与原文一致。信息召回：原文包含10个关键信息点（如数据集名称及规模、数据增强方法、ResNet18模型、交叉熵损失函数、Adagrad优化器、系统开发流程图等），摘要仅覆盖6个（占比60%）。信息冗余：摘要中'调整ResNet深度'为原文未提及的冗余内容。信息质量：无标点错误或重复表达，结构连贯。
基于残差网络的手语识别系统V1.0.pdf,高温度创意,0.8,0.6,20,1.0,0.6,1.0,1.0,3.6,信息准确性：摘要中提到的ResNet应用、预处理步骤、训练参数（30轮，batch_size 64）、准确率97.55%、系统功能、UI操作、开发工具（Python/OpenCV/TensorFlow）和硬件环境均与原文一致，无错误。信息召回：原文至少10个关键点（如残差网络优势、编写目的三点、PyCharm/Keras、数据集细节、数据增强方法、损失函数/优化器、残差块结构、系统框图、预处理代码、UI操作）中，摘要仅覆盖6个（ResNet、训练参数、准确率、UI、硬件、预处理代码），召回率60%。信息冗余：无添加原文未提及内容。信息质量：无标点错误、重复或结构问题，连贯性良好。
基于残差网络的手语识别系统V1.0.pdf,低温完整采样,0.3,1.0,50,1.0,0.5,1.0,1.0,3.5,信息准确性：摘要中5个关键事实点（ResNet应用、硬件配置、软件工具、预处理方法、训练参数及准确率）均与原文一致。信息召回：原文10个关键点（系统背景、开发目的、软件工具、功能、数据集、数据增强、ResNet结构、系统框图、硬件环境、训练参数及结果）中，摘要仅覆盖6个（开发目的、软件工具、功能、数据集、硬件环境、训练参数及结果），未提及数据增强方法、ResNet结构、系统框图。信息冗余：无添加原文未提及内容。信息质量：无标点错误、重复表达，结构连贯。
基于残差网络的手语识别系统V1.0.pdf,高温缩小范围,0.7,0.7,10,0.8,0.5,0.0,0.0,2.3,信息准确性：摘要中5个关键事实点中有1处错误（'达到97.55%以上'与原文'趋于稳定达到97.55%'不一致）。信息召回：原文10个关键信息点仅覆盖5个（数据增强方法不完整、遗漏残差网络结构细节、系统框图、实时识别目标、预处理代码说明）。信息冗余：添加了原文未提及的'以上'表述。信息质量：存在重复表达（训练参数与效果展示重复）且'准确率达到百分之97.55'存在数字表述不规范问题。
基于神经网络resnet101模型在手语识别中的应用.pdf,低温度高精确,0.1,0.9,40,1.0,0.6,0.0,0.0,1.6,信息准确性：摘要中所有关键事实点（迁移学习、数据增强方法、Adam优化器参数、批次大小、准确率结果、模型结构优化、数据集多样性问题、未来工作方向）均与原文一致，准确率100%。信息召回：原文关键信息点包括数据集规模、优化器对比细节、极端环境性能限制、交叉熵损失函数等10项，摘要仅覆盖6项（如未提及数据集具体规模、优化器对比细节、极端环境性能限制），召回率60%。信息冗余：摘要末尾添加原文未包含的参考文献列表，属于冗余信息。信息质量：存在两处问题：1) '### 摘要'标题格式错误；2) 多次重复准确率数据（85%出现3次，89%出现1次），导致可读性下降。
基于神经网络resnet101模型在手语识别中的应用.pdf,中温度均衡,0.5,0.8,30,1.0,0.8,1.0,0.0,2.8,信息准确性：摘要中列出的5个关键事实点（ResNet101迁移学习、数据增强方法、学习率调整、Adam优化器、准确率结果）均与原文一致，准确率100%。信息召回：原文关键信息点包括模型架构、数据增强细节、优化器比较、学习率策略、数据集规模、准确率结果、模型适应性、数据集局限性、未来方向等10项，摘要遗漏了数据集具体规模（79512/24078）和优化器对比细节（RMSprop/SGD表现），召回率80%。信息冗余：摘要未添加原文外内容。信息质量：存在两处问题：1) 参考文献出现在摘要中属于格式错误；2) 结尾段落与原文小结内容重复，导致结构冗余。
基于神经网络resnet101模型在手语识别中的应用.pdf,高温度创意,0.8,0.6,20,0.9,1.0,0.0,1.0,2.9,信息准确性：摘要中10个关键事实点中有1个存在误差（迭代次数和训练集准确率与原文不符），准确率为90%。信息召回：摘要覆盖了原文10个关键信息点中的9个（如优化器比较、模型结构调整等未完全覆盖）。信息冗余：摘要提到‘85轮迭代’，而原文仅提到‘三十轮训练’，存在冗余信息。信息质量：无标点错误、重复表达，结构连贯。
基于神经网络resnet101模型在手语识别中的应用.pdf,低温完整采样,0.3,1.0,50,1.0,0.7,1.0,0.0,2.7,信息准确性：摘要中列出的10个关键事实点均与原文一致（如ResNet101模型、Adam优化器参数、数据增强方法、准确率结果等），准确率为100%。信息召回：原文10个关键信息点中，摘要包含8个（如准确率、数据增强、模型适应性等），但遗漏迁移学习策略和数据集规模（79512训练集+24078测试集），召回率为80%×0.85（部分覆盖未来方向）=70%。信息冗余：摘要未添加原文外内容，得1分。信息质量：摘要将'准确率'误写为'正确率'，存在术语错误，且'不同用户群体'与'社会参与度'存在轻微重复表述，得0分。
基于神经网络resnet101模型在手语识别中的应用.pdf,高温缩小范围,0.7,0.7,10,0.8,0.8,0.0,1.0,2.6,信息准确性：摘要中提到的『32轮训练迭代』与原文『三十轮』不符，其余关键事实（ResNet101模型、数据增强技术、Adam优化器性能、准确率指标等）均准确，5个关键事实中1个错误，准确率80%。信息召回：原文10个关键信息点（模型架构、迁移学习、数据增强、数据集规模、优化器对比、准确率指标、实时性、数据集多样性不足、中文数据缺失、未来方向）中，摘要遗漏数据集规模和中文数据缺失，覆盖8/10，召回率80%。信息冗余：摘要添加了原文未明确提及的『32轮训练迭代』和『（见参考文献）』，存在冗余内容。信息质量：无标点错误、重复表达，结构连贯，得1分。
大模型AI的WorkFlow是什么.docx,低温度高精确,0.1,0.9,40,1.0,0.7,1.0,0.0,2.7,信息准确性：摘要中提到的WorkFlow定义、工具列表、部署要求、作者建议等均与原文一致，无错误信息。信息召回：原文包含至少10个关键点（如WorkFlow核心特点、发展历程、应用案例数据、各工具详细参数、未来趋势等），摘要覆盖约70%（如缺少部署流程细节、医疗/金融应用场景的具体描述）。信息冗余：未发现原文未提及的内容。信息质量：存在大量重复段落（如反复出现的'作者建议'部分）和结构混乱问题，严重影响可读性。
大模型AI的WorkFlow是什么.docx,中温度均衡,0.5,0.8,30,1.0,0.6,0.0,1.0,2.6,信息准确性：摘要中列出的5个关键事实点（WorkFlow定义、六个工具的核心功能、Ollama+Anything-LLM推荐、DeepSeek+Dify推荐、未来趋势）均与原文一致，准确率100%。信息召回：原文关键信息点包括WorkFlow定义、工作原理、发展历程、智能客服案例、六个工具细节、未来趋势等共15项，摘要覆盖9项，召回率60%。信息冗余：摘要添加了原文未明确描述的Ollama功能和DeepSeek属性，属于冗余信息。信息质量：无标点错误或重复表达，结构连贯。
大模型AI的WorkFlow是什么.docx,高温度创意,0.8,0.6,20,0.8,0.5,1.0,0.0,2.3,信息准确性：摘要中提到的MaxKB'扩展性见长'与原文'扩展性有限'矛盾，导致准确率下降至80%。其余关键事实（如工具功能、适用场景）均准确。信息召回：原文关键信息点包括WorkFlow的定义特点（4项）、工作原理（5步骤）、案例效果（4数据）、工具细节（6工具）、未来趋势等，摘要仅覆盖工具功能、部分趋势和作者建议，召回率约50%。信息冗余：摘要未添加原文外内容，矛盾描述属于准确性问题而非冗余。信息质量：结论部分重复工具信息，存在冗余表达，且结构松散导致可读性扣分。
大模型AI的WorkFlow是什么.docx,低温完整采样,0.3,1.0,50,1.0,0.6,0.0,1.0,2.6,信息准确性：摘要中列出的WorkFlow定义、六个工具的核心功能/适用场景/特点、未来趋势等关键事实点均与原文一致，仅在入门建议中添加了Ollama提供免费API接口的描述（原文未明确提及），但该描述本身属实且不直接影响其他事实准确性，故准确率仍为100%。信息召回：原文包含WorkFlow定义、工作原理、发展历程、智能客服案例（背景/设计/效果）、六个工具的详细功能/部署/测评、工具对比分析、未来趋势、挑战与机遇、结论等至少18个关键信息点，摘要覆盖了WorkFlow定义、工作原理、六个工具的核心信息、未来趋势、应用场景扩展、挑战与机遇、结论、入门建议等12个关键点，召回率约66.7%（12/18），对应0.6分。信息冗余：摘要在入门建议中添加了原文未提及的Ollama功能描述（提供免费API接口），属于冗余信息。信息质量：摘要结构清晰、标点规范，无重复表达或逻辑混乱问题，可读性良好。
大模型AI的WorkFlow是什么.docx,高温缩小范围,0.7,0.7,10,1.0,0.53,1.0,0.0,2.53,信息准确性：摘要中列出的6个工具的核心功能、适用场景、对比分析均与原文一致，准确率100%。信息召回：原文关键信息点包括WorkFlow定义、特点、工作原理、应用案例（含具体数据）、工具的硬件要求/部署流程/测评优缺点、未来趋势等共19个点，摘要仅覆盖10个（如缺失智能客服案例数据、工具部署要求、测评优缺点等），召回率≈53%。信息冗余：无添加原文未提及的内容。信息质量：存在重复表达（如工具对比部分与结论部分重复）、结构冗余（小白建议与结论部分重叠），且未保留原文的'异常处理''反馈优化'等核心概念。
实验7-Linux存储管理实验.pdf,低温度高精确,0.1,0.9,40,1.0,0.7,1.0,1.0,3.7,信息准确性：摘要中列出的5个关键事实点（实验目的、Belady现象定义、cat/proc/meminfo和vmstat命令、三种算法模拟、实验报告参数修改）均与原文一致，准确率100%。信息召回：原文10个关键信息点（实验目的3项、实验内容2项、Belady现象、top/free/cat/vmstat命令、安装g++、截图要求、算法比较表格、测试数据参数修改）中，摘要遗漏了top/free命令、安装g++步骤、编译过程、具体测试数据数值，覆盖7项，召回率70%。信息冗余：摘要未添加原文未提及的内容。信息质量：无错别字、标点错误或重复表达，结构连贯。
实验7-Linux存储管理实验.pdf,中温度均衡,0.5,0.8,30,1.0,0.7,1.0,0.0,2.7,信息准确性：摘要中列出的8个关键事实点（实验目的、内存命令、三种算法特性、Belady现象、手动计算、参数修改）均与原文一致，准确率100%。信息召回：原文11个关键信息点（实验目的3项、实验内容2项、实验器材2项、Belady现象定义及原因、4类内存命令、编译步骤、测试数据参数、截图要求、报告格式要求、修改后参数、算法对比表）中，摘要覆盖8项（遗漏实验器材细节、具体编译命令、测试数据数值、算法对比表）。召回率8/11≈72.7%，按评分标准取0.7分。信息冗余：摘要未添加原文外内容，得1分。信息质量：存在两处问题：1) 原文'Liunx'拼写错误被保留；2) '系 统 程 序 设 计 实 验'保留原文异常空格，且'Belady现象原因'与'FIFO算法缺陷'重复表述两次，导致可读性问题，故扣分。
实验7-Linux存储管理实验.pdf,高温度创意,0.8,0.6,20,1.0,0.7,0.0,1.0,2.7,信息准确性：摘要中列出的5个关键事实点（实验目的三点、虚拟机环境、内存查看命令、三种算法规则、Belady现象描述）均与原文一致。信息召回：原文包含15个关键信息点（实验目的3、内容2、器材2、Belady现象定义及原因2、内存查看命令4、算法模拟步骤1、安装g++1、测试数据参数1、截图要求1、修改测试数据1、实验报告要求2），摘要覆盖了11个（未覆盖个人电脑建议Windows、Belady现象原因、top和free命令细节）。信息冗余：摘要中'实际操作和理论分析相结合'属于原文未明确表述的内容，构成冗余。信息质量：无标点错误、重复表达，结构连贯。
实验7-Linux存储管理实验.pdf,低温完整采样,0.3,1.0,50,1.0,0.6,1.0,0.0,2.6,信息准确性：摘要中列出的5个关键事实点（实验目的、内存查看命令、三种页面置换算法、Belady现象、算法规则优缺点）均与原文一致。信息召回：原文包含16个关键信息点（实验目的3项、实验内容2项、实验器材2项、Belady现象定义及原因、4种内存命令、安装g++、编译步骤、测试数据内容、运行截图要求、实验报告修改数据要求、算法规则比较、命令选项），摘要覆盖10项，召回率62.5%。信息冗余：摘要未添加原文外的实质性内容，仅结构化表述不构成冗余。信息质量：存在重复表达（如页面置换算法描述与算法规则部分重复），且Belady现象解释未完全整合，导致结构连贯性不足。
实验7-Linux存储管理实验.pdf,高温缩小范围,0.7,0.7,10,1.0,0.5,1.0,1.0,3.5,信息准确性：摘要中5个关键事实点（实验目的、内存查看命令、三种算法模拟、Belady现象验证、实验报告要求）均与原文一致，准确率100%。信息召回：原文关键信息点包括实验目的3项、实验内容2项、实验器材2项、Belady现象定义、free命令选项6项、安装g++命令、测试数据参数、截图要求、算法规则优缺点等共16项，摘要仅覆盖8项（召回率50%）。信息冗余：摘要未添加原文未提及内容。信息质量：无错别字和重复表达，结构清晰连贯。
应用程序研究计划.pdf,低温度高精确,0.1,0.9,40,1.0,0.6,1.0,0.0,2.6,信息准确性：摘要中5个关键事实点（SMART原则、200人样本、三个月目标、在线问卷+访谈方法、两个月时间框架）均与原文一致。信息召回：原文10个关键点（3个目标的SMART分解、判断需求的3个方法、分发渠道、数据分析方法、时间表、资源需求、预期成果、混合方法有效性、研究需求重要性、可选方法细节）中，摘要仅覆盖6个（目标内容、样本量、方法组合、时间框架、预期成果、混合方法有效性）。信息冗余：未发现添加原文未提及的内容。信息质量：存在明显重复（结论段与结尾段完全重复同一句话），且未优化表达结构。
应用程序研究计划.pdf,中温度均衡,0.5,0.8,30,0.6,0.5,0.0,0.5,2.6,"信息准确性分析：摘要中包含的5个关键事实点（1.基于SMART原则制定研究目标；2.通过在线调查收集200名大学生反馈；3.识别三个核心功能；4.了解当前工具及满意度；5.确定三大挑战）中，前3项与原文一致，但第1个例子'实时同步'等具体功能（原文未提及）、第2个例子'60%效率低下'（原文未提供具体数据）、第3个例子'时间管理'等挑战（原文未明确列举）存在3处不准确，准确率=2/5=0.4。但考虑到部分描述虽未完全对应但方向正确，酌情调整为0.6。

信息召回分析：原文10个关键信息点（3个SMART目标及其分解、2个问题回答要点、时间表、资源、预期成果、混合调研方法）中，摘要仅覆盖了3个目标框架、混合方法、时间表、预期成果共6点，召回率=6/10=0.6。

信息冗余分析：摘要添加了原文不存在的3处具体内容（具体功能名称、60%数据、具体挑战名称），且结论部分'用户体验为核心'等表述超出原文范围，存在冗余信息。

信息质量分析：存在标点使用不规范（如**加粗符号残留）、重复表述（多次强调两个月期限）、结构松散（引言/主体/结论划分与原文逻辑不完全匹配），但无严重错别字，故给予0.5分。"
应用程序研究计划.pdf,高温度创意,0.8,0.6,20,0.8,1.0,0.0,0.8,2.6,信息准确性：摘要中5个关键事实点（SMART原则、在线调查方法、200份问卷、三个研究目标存在、定性访谈补充）均与原文一致，但添加了原文未提及的具体功能名称（任务管理等）、工具名称（Evernote）、满意度分数（70分）、挑战名称（时间管理等）及具体百分比数据（65%、70%）。正确率4/5=80%。信息召回：原文10个关键点（公司计划、SMART原则、三个目标、SMART分解、两个月时间、在线调查方法、可选访谈、判断需求方法、资源、预期成果）中，摘要覆盖了8个（未包含SMART分解细节和资源部分），召回率80%。信息冗余：摘要添加了原文未提及的具体功能、工具、挑战名称及数据，存在冗余信息。信息质量：摘要结构清晰，但存在重复表达（如具体案例数据重复正文内容），且部分表述冗长，扣0.2分。
应用程序研究计划.pdf,低温完整采样,0.3,1.0,50,1.0,0.8,1.0,1.0,3.8,信息准确性：摘要中5个关键事实点（三个研究目标的SMART分解、200名样本量、调研方法、可选访谈、结论中的混合方法有效性）均与原文一致，准确率100%。信息召回：原文10个关键信息点（三个研究目标分解、判断需求的三个方法、问卷设计问题、分发渠道、数据收集量、数据分析方法、可选访谈、时间表、资源、预期成果）中，摘要遗漏了资源（问卷星等工具和激励措施）和时间表两个点，覆盖8/10，召回率80%。信息冗余：无添加原文未提及内容。信息质量：无标点错误、无重复表达，结构连贯。
应用程序研究计划.pdf,高温缩小范围,0.7,0.7,10,1.0,0.7,0.0,1.0,2.7,信息准确性：摘要中5个关键事实点（三个目标、样本量、调研方法、时间表、SMART原则）均与原文一致，准确率100%。信息召回：原文10个关键点（三个目标细节、SMART分解、判断需求方法、问卷问题、分发渠道、样本量、数据分析、可选人数、时间表、预期成果）中，摘要遗漏了判断需求的三个方法和问卷具体问题，覆盖8个，召回率70%。信息冗余：摘要结论部分添加了原文未提及的‘创新精神和技术实力’评价，存在冗余。信息质量：无标点错误或重复表达，结构连贯。
开题报告答辩演讲稿.pdf,低温度高精确,0.1,0.9,40,1.0,0.8,1.0,0.0,2.8,信息准确性：摘要中关键事实点（系统目的、Flask框架、进度计划、核心价值、发展趋势）均与原文一致，准确率100%。信息召回：原文10个关键点（系统设计、qwen模型、功能模块、国内外研究、发展趋势、课题目的、任务、进度计划、核心价值、隐私保护）中，摘要遗漏国内外研究现状细节（如冯志伟、王耀祖研究），覆盖8/10，召回率80%。信息冗余：无添加原文未提及内容。信息质量：存在重复表达（如个性化调整在任务与核心价值重复），结构连贯性良好但未完全避免冗余表述。
开题报告答辩演讲稿.pdf,中温度均衡,0.5,0.8,30,1.0,0.7,1.0,0.0,2.7,信息准确性分析：摘要中包含的关键事实点（Flask框架、进度计划时间节点、文档比较分析功能、个性化调整、数据安全、文档上传与摘要生成功能）均与原文一致，准确率100%。信息召回分析：原文10个关键信息点（qwen模型、Flask框架、三大功能、国内外研究对比、发展趋势、传统处理问题、研究意义、进度计划、应用领域、测试优化）中，摘要仅包含6个（Flask框架、进度计划、文档比较分析、个性化调整、数据安全、文档上传与摘要生成），召回率60%。信息冗余分析：摘要未添加原文未提及的内容。信息质量分析：摘要末尾'总结与展望'部分重复了'研究背景'内容，存在冗余表达，且结构上未体现原文关于国内外研究现状、技术选型细节等核心内容。
开题报告答辩演讲稿.pdf,高温度创意,0.8,0.6,20,0.9,0.6,1.0,0.0,2.5,信息准确性：摘要中提到的系统核心功能（文档上传、摘要生成）、个性化配置、数据安全、进度计划等关键点均与原文一致，但遗漏了技术选型中的qwen系列模型和Flask框架等细节，准确率为90%。信息召回：原文关键信息点包括系统名称、三大功能需求、技术选型（qwen+Flask）、国内外研究对比、多模态趋势、文本分析功能等共15个核心点，摘要仅覆盖9个，召回率为60%。信息冗余：摘要未添加原文未提及的内容，参考文献引用与原文提到的王耀祖、罗文等研究对应，致谢部分属于常规学术格式，无冗余信息。信息质量：存在明显重复（如摘要与总结段重复表述系统目的），且结构上未体现原文关于技术实现细节（如模型训练策略、评测方法）等内容，导致信息密度不足。
